Date,open,high,low,close,n_bars
2016-07-24,0.98719,0.98839,0.98642,0.98823,159
2016-07-25,0.98823,0.98946,0.98494,0.98594,1415
2016-07-26,0.98598,0.99274,0.98346,0.99205,1430
2016-07-27,0.9921,0.99501,0.98464,0.98478,1438
2016-07-28,0.98477,0.98646,0.97934,0.9797,1429
2016-07-29,0.9797,0.9801,0.96355,0.9687,1259
2016-07-31,0.96878,0.96972,0.96829,0.96943,173
2016-08-01,0.96943,0.97026,0.96636,0.96826,1436
2016-08-02,0.96827,0.96841,0.96333,0.9649,1438
2016-08-03,0.96491,0.97383,0.9649,0.97275,1423
2016-08-04,0.97278,0.97496,0.97209,0.97382,1428
2016-08-05,0.97383,0.98302,0.97265,0.98015,1251
2016-08-07,0.9806,0.98188,0.97852,0.98043,170
2016-08-08,0.98044,0.98416,0.97892,0.98286,1424
2016-08-09,0.98288,0.98433,0.98083,0.98153,1428
2016-08-10,0.98153,0.98154,0.97339,0.97385,1435
2016-08-11,0.97386,0.97656,0.9711,0.97501,1437
2016-08-12,0.97502,0.97653,0.97081,0.9743,1252
2016-08-14,0.97378,0.97547,0.97296,0.97462,159
2016-08-15,0.97461,0.97587,0.97129,0.97306,1421
2016-08-16,0.97308,0.97334,0.95887,0.96175,1433
2016-08-17,0.96175,0.96571,0.95966,0.96151,1428
2016-08-18,0.96153,0.96183,0.95372,0.95454,1436
2016-08-19,0.95455,0.96108,0.95453,0.9601,1255
2016-08-21,0.96102,0.96191,0.95982,0.96181,167
2016-08-22,0.9618,0.96485,0.96107,0.96313,1431
2016-08-23,0.96314,0.96352,0.95937,0.96339,1435
2016-08-24,0.96338,0.96835,0.96259,0.96725,1433
2016-08-25,0.96726,0.96873,0.96409,0.96722,1429
2016-08-26,0.96727,0.97925,0.96312,0.97754,1254
2016-08-28,0.97797,0.97863,0.97758,0.97789,165
2016-08-29,0.97789,0.98065,0.97646,0.97792,1432
2016-08-30,0.97792,0.98445,0.97791,0.98309,1431
2016-08-31,0.98308,0.98626,0.98175,0.9837,1436
2016-09-01,0.9837,0.98847,0.9785,0.97984,1426
2016-09-02,0.97986,0.98191,0.97388,0.97997,1256
2016-09-04,0.98003,0.98045,0.97866,0.9801,160
2016-09-05,0.9801,0.98136,0.97719,0.98007,1398
2016-09-06,0.98008,0.98102,0.96907,0.97021,1430
2016-09-07,0.97017,0.97092,0.967,0.96975,1429
2016-09-08,0.96976,0.97373,0.9649,0.97186,1431
2016-09-09,0.97186,0.97843,0.971,0.97496,1255
2016-09-11,0.97427,0.97538,0.97417,0.97487,174
2016-09-12,0.97485,0.97629,0.96897,0.97148,1424
2016-09-13,0.97147,0.97843,0.97067,0.97686,1436
2016-09-14,0.97687,0.97897,0.9706,0.9733,1430
2016-09-15,0.97331,0.97675,0.96938,0.97123,1434
2016-09-16,0.97126,0.98179,0.97112,0.97988,1254
2016-09-18,0.97995,0.98048,0.97911,0.97976,174
2016-09-19,0.97975,0.98186,0.97832,0.98017,1436
2016-09-20,0.98018,0.98103,0.9762,0.97906,1437
2016-09-21,0.97908,0.9814,0.97197,0.97365,1435
2016-09-22,0.97364,0.97408,0.96597,0.96918,1431
2016-09-23,0.96917,0.97423,0.96882,0.96985,1258
2016-09-25,0.96953,0.97042,0.969,0.96928,176
2016-09-26,0.96929,0.97089,0.96609,0.96911,1431
2016-09-27,0.96912,0.97286,0.96611,0.97056,1434
2016-09-28,0.97062,0.97365,0.96913,0.97054,1430
2016-09-29,0.97053,0.97232,0.96397,0.96611,1434
2016-09-30,0.9661,0.97584,0.96475,0.97089,1258
2016-10-02,0.97113,0.97222,0.96907,0.97199,176
2016-10-03,0.97201,0.97443,0.9704,0.97388,1435
2016-10-04,0.97388,0.98287,0.9738,0.9784,1437
2016-10-05,0.97841,0.97898,0.9733,0.97407,1435
2016-10-06,0.97406,0.98187,0.97371,0.9805,1437
2016-10-07,0.98052,0.9839,0.97669,0.97677,1257
2016-10-09,0.97852,0.97883,0.97691,0.9776,170
2016-10-10,0.97761,0.9839,0.97721,0.98215,1429
2016-10-11,0.98218,0.98933,0.98218,0.98811,1435
2016-10-12,0.9881,0.99095,0.98759,0.99018,1436
2016-10-13,0.99017,0.99093,0.98567,0.9866,1425
2016-10-14,0.98661,0.99047,0.98559,0.98986,1258
2016-10-16,0.98979,0.99053,0.98966,0.99045,155
2016-10-17,0.99044,0.99063,0.98713,0.98806,1433
2016-10-18,0.98807,0.99143,0.98665,0.99018,1422
2016-10-19,0.99017,0.9905,0.98747,0.9891,1434
2016-10-20,0.98911,0.9933,0.98423,0.99263,1432
2016-10-21,0.99262,0.99617,0.99262,0.9931,1256
2016-10-23,0.99435,0.99442,0.99329,0.99426,170
2016-10-24,0.99425,0.99564,0.99154,0.99392,1432
2016-10-25,0.99392,0.99987,0.99324,0.99462,1428
2016-10-26,0.99462,0.99584,0.99031,0.99342,1421
2016-10-27,0.99343,0.99508,0.99115,0.99373,1431
2016-10-28,0.99375,0.99501,0.98577,0.98722,1258
2016-10-30,0.98671,0.98805,0.9867,0.98755,174
2016-10-31,0.98757,0.99072,0.98737,0.9892,1436
